cod_modelo_color,des_filename,cod_color,des_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,attribute_name,test_id
88_49711121,88_49711121_67060444-37_.jpg,37,KHAKI,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49711121_waist_type
88_49722031,88_49722031_67025151-02_B.jpg,02,OFFWHITE,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722031_waist_type
88_49734862,88_49734862_67098655-TM_.jpg,TM,TEJANO MEDIO,Female,Adult,WOMAN,JEANS,Tops,Tops,Tops,Top,waist_type,88_49734862_waist_type
88_49713804,88_49713804_67063684-02_.jpg,02,OFFWHITE,Female,Baby,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49713804_waist_type
88_49729916,88_49729916_67067711-50_.jpg,50,CELESTE,Male,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49729916_waist_type
88_49712104,88_49712104_67070648-99_.jpg,99,NEGRO,Male,Teen,KIDS,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49712104_waist_type
88_49714111,88_49714111_67060654-54_.jpg,54,INDIGO,Male,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49714111_waist_type
88_49720343,88_49720343_67094466-TM_.jpg,TM,TEJANO MEDIO,Female,Teen,KIDS,JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket (Cazadora),waist_type,88_49720343_waist_type
88_49721971,88_49721971_67086319-99_B.jpg,99,NEGRO,Male,Kids,KIDS,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49721971_waist_type
88_49713040,88_49713040_67043684-01_B.jpg,01,BLANCO,Female,Baby,KIDS,JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49713040_waist_type
88_49728170,88_49728170_67074073-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49728170_waist_type
88_49729759,88_49729759_67048645-87_B.jpg,87,CORAL,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49729759_waist_type
88_49715136,88_49715136_67000481-70_.jpg,70,ROJO,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49715136_waist_type
88_49717323,88_49717323_67084439-08_.jpg,08,BEIGE,Male,Adult,MAN,JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49717323_waist_type
88_49730231,88_49730231_67007957-02_B.jpg,02,OFFWHITE,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49730231_waist_type
88_49722038,88_49722038_67035738-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49722038_waist_type
88_49712613,88_49712613_67090656-75_.jpg,75,CEREZA,Female,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,waist_type,88_49712613_waist_type
88_49722721,88_49722721_67076003-37_.jpg,37,KHAKI,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49722721_waist_type
88_49728128,88_49728128_67027125-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49728128_waist_type
88_49720748,88_49720748_67053697-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49720748_waist_type
88_49726111,88_49726111_67026039-52_B.jpg,52,AZUL,Male,Baby,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49726111_waist_type
88_49713913,88_49713913_67041010-10_.jpg,10,VAINILLA,Male,Baby,KIDS,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,waist_type,88_49713913_waist_type
88_49719956,88_49719956_67064785-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49719956_waist_type
88_49720718,88_49720718_67025734-35_.jpg,35,TOPO,Male,Baby,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49720718_waist_type
88_49731415,88_49731415_67088642-56_.jpg,56,NAVY,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49731415_waist_type
88_49712182,88_49712182_67000666-08_.jpg,08,BEIGE,Male,Teen,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49712182_waist_type
88_49718098,88_49718098_67014453-37_.jpg,37,KHAKI,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718098_waist_type
88_49723210,88_49723210_67035744-06_.jpg,06,PIEDRA,Female,Kids,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49723210_waist_type
88_49723353,88_49723353_67096733-09_.jpg,09,CAMEL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49723353_waist_type
88_49711364,88_49711364_67050642-99_.jpg,99,NEGRO,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49711364_waist_type
88_49729944,88_49729944_67087710-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49729944_waist_type
88_49720066,88_49720066_67094459-43_B.jpg,43,VERDE,Male,Kids,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49720066_waist_type
88_49726841,88_49726841_67066034-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49726841_waist_type
88_49711041,88_49711041_67040447-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49711041_waist_type
88_49721731,88_49721731_67064050-56_.jpg,56,NAVY,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49721731_waist_type
88_49725603,88_49725603_67048268-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49725603_waist_type
88_49727071,88_49727071_67044792-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49727071_waist_type
88_49729878,88_49729878_67027717-02_B.jpg,02,OFFWHITE,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49729878_waist_type
88_49718994,88_49718994_67056729-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49718994_waist_type
88_49733124,88_49733124_67038655-80_.jpg,80,NUDE,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49733124_waist_type
88_49721967,88_49721967_67085994-07_.jpg,07,ARENA,Male,Baby,KIDS,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49721967_waist_type
88_49719129,88_49719129_67066728-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49719129_waist_type
88_49714901,88_49714901_67012923-07_.jpg,07,ARENA,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49714901_waist_type
88_49719650,88_49719650_67044459-99_B.jpg,99,NEGRO,Female,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49719650_waist_type
88_49724146,88_49724146_67027704-TM_B.jpg,TM,TEJANO MEDIO,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49724146_waist_type
88_49714014,88_49714014_67003710-02_.jpg,02,OFFWHITE,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49714014_waist_type
88_49726776,88_49726776_67006346-OR_.jpg,OR,ORO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49726776_waist_type
88_49729114,88_49729114_67008650-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49729114_waist_type
88_49730295,88_49730295_67058271-TO_.jpg,TO,TEJANO OSCURO,Male,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49730295_waist_type
88_49718844,88_49718844_67074026-TM_.jpg,TM,TEJANO MEDIO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Cap,waist_type,88_49718844_waist_type
88_49727802,88_49727802_67097120-07_.jpg,07,ARENA,Female,Adult,WOMAN,JEANS,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49727802_waist_type
88_49709853,88_49709853_67050617-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49709853_waist_type
88_49713605,88_49713605_67070466-99_.jpg,99,NEGRO,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49713605_waist_type
88_49712747,88_49712747_67090419-43_.jpg,43,VERDE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49712747_waist_type
88_49719991,88_49719991_67075142-02_.jpg,02,OFFWHITE,Male,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49719991_waist_type
88_49710585,88_49710585_67080418-88_.jpg,88,FUCSIA,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49710585_waist_type
88_49714714,88_49714714_67066311-30_.jpg,30,MARRON,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49714714_waist_type
88_49727374,88_49727374_67096044-85_B.jpg,85,ROSA,Female,Baby,KIDS,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49727374_waist_type
88_49724930,88_49724930_67064066-99_.jpg,99,NEGRO,Female,Adult,WOMAN,SYNTHETIC LEATHER,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,waist_type,88_49724930_waist_type
88_49708916,88_49708916_67040353-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49708916_waist_type
88_49718620,88_49718620_67066314-03_.jpg,03,HIELO,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49718620_waist_type
88_49726837,88_49726837_67057121-05_.jpg,05,CRUDO,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49726837_waist_type
88_49713589,88_49713589_67042530-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49713589_waist_type
88_49709384,88_49709384_67010353-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,waist_type,88_49709384_waist_type
88_49719954,88_49719954_67064784-01_.jpg,01,BLANCO,Male,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49719954_waist_type
88_49725601,88_49725601_67047116-TM_B.jpg,TM,TEJANO MEDIO,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49725601_waist_type
88_49730997,88_49730997_67027718-02_.jpg,02,OFFWHITE,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49730997_waist_type
88_49712603,88_49712603_67080456-43_.jpg,43,VERDE,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49712603_waist_type
88_49724925,88_49724925_67056029-99_.jpg,99,NEGRO,Female,Baby,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49724925_waist_type
88_49728879,88_49728879_67037703-08_.jpg,08,BEIGE,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728879_waist_type
88_49711616,88_49711616_67040299-PL_.jpg,PL,PLATA,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Headband,waist_type,88_49711616_waist_type
88_49715184,88_49715184_67052918-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49715184_waist_type
88_49727051,88_49727051_67017915-02_.jpg,02,OFFWHITE,Male,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49727051_waist_type
88_49720826,88_49720826_67085143-99_.jpg,99,NEGRO,Female,Teen,KIDS,TRICOT,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49720826_waist_type
88_49712730,88_49712730_67050455-99_.jpg,99,NEGRO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49712730_waist_type
88_49717966,88_49717966_67044782-85_.jpg,85,ROSA,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49717966_waist_type
88_49716389,88_49716389_67081010-02_B.jpg,02,OFFWHITE,Unisex,Newborn,KIDS,CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,waist_type,88_49716389_waist_type
88_49731688,88_49731688_67015757-34_.jpg,34,MISTERIO,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49731688_waist_type
88_49706906,88_49706906_67000272-52_.jpg,52,AZUL,Female,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49706906_waist_type
88_49731425,88_49731425_67096344-81_.jpg,81,ROSA PASTEL,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49731425_waist_type
88_49725775,88_49725775_67036333-05_.jpg,05,CRUDO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49725775_waist_type
88_49719806,88_49719806_67004477-56_.jpg,56,NAVY,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49719806_waist_type
88_49718599,88_49718599_67016318-25_.jpg,25,SALMON,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49718599_waist_type
88_49729527,88_49729527_67096336-01_.jpg,01,BLANCO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49729527_waist_type
88_49729776,88_49729776_67087134-07_.jpg,07,ARENA,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49729776_waist_type
88_49710244,88_49710244_67060429-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Hairband,waist_type,88_49710244_waist_type
88_49711073,88_49711073_67050441-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49711073_waist_type
88_49719652,88_49719652_67044461-78_B.jpg,78,BURDEOS,Unisex,Newborn,KIDS,WOVEN,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49719652_waist_type
88_49727732,88_49727732_67027121-01_B.jpg,01,BLANCO,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49727732_waist_type
88_49721951,88_49721951_67010465-08_.jpg,08,BEIGE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49721951_waist_type
88_49712846,88_49712846_67054438-37_.jpg,37,KHAKI,Male,Adult,MAN,SYNTHETIC LEATHER,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49712846_waist_type
88_49732107,88_49732107_67047917-87_B.jpg,87,CORAL,Male,Baby,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49732107_waist_type
88_49721425,88_49721425_67065733-88_.jpg,88,FUCSIA,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49721425_waist_type
88_49721373,88_49721373_67041012-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49721373_waist_type
88_49730228,88_49730228_67007139-43_.jpg,43,VERDE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49730228_waist_type
88_49733656,88_49733656_67027146-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49733656_waist_type
88_49732298,88_49732298_67097142-56_.jpg,56,NAVY,Female,Adult,WOMAN,TRICOT,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49732298_waist_type
88_49718126,88_49718126_67036315-06_.jpg,06,PIEDRA,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49718126_waist_type
88_49711013,88_49711013_67030644-09_.jpg,09,CAMEL,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49711013_waist_type
88_49725586,88_49725586_67035750-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49725586_waist_type
88_49730245,88_49730245_67016750-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49730245_waist_type
88_49726120,88_49726120_67044480-92_B.jpg,92,GRIS,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49726120_waist_type
88_49729531,88_49729531_67097136-43_.jpg,43,VERDE,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49729531_waist_type
88_49707250,88_49707250_67000637-06_.jpg,06,PIEDRA,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49707250_waist_type
88_49710580,88_49710580_67070418-43_.jpg,43,VERDE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49710580_waist_type
88_49730247,88_49730247_67017137-36_.jpg,36,OLIVA,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49730247_waist_type
88_49708051,88_49708051_67090619-50_.jpg,50,CELESTE,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708051_waist_type
88_49710255,88_49710255_67070428-01_B.jpg,01,BLANCO,Male,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49710255_waist_type
88_49719930,88_49719930_67055729-56_B.jpg,56,NAVY,Male,Baby,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49719930_waist_type
88_49719344,88_49719344_67056727-56_.jpg,56,NAVY,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49719344_waist_type
88_49714122,88_49714122_67063685-50_.jpg,50,CELESTE,Female,Kids,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49714122_waist_type
88_49725209,88_49725209_67057704-OR_.jpg,OR,ORO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49725209_waist_type
88_49718205,88_49718205_67093268-92_.jpg,92,GRIS,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49718205_waist_type
88_49720052,88_49720052_67094037-01_.jpg,01,BLANCO,Male,Baby,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49720052_waist_type
88_49721970,88_49721970_67085996-23_.jpg,23,MANDARINA,Female,Baby,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49721970_waist_type
88_49717330,88_49717330_67094446-92_.jpg,92,GRIS,Male,Adult,MAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,waist_type,88_49717330_waist_type
88_49718108,88_49718108_67024451-03_.jpg,03,HIELO,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49718108_waist_type
88_49721722,88_49721722_67055735-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49721722_waist_type
88_49721135,88_49721135_67074043-06_.jpg,06,PIEDRA,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49721135_waist_type
88_49723016,88_49723016_67036734-56_.jpg,56,NAVY,Female,Teen,KIDS,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49723016_waist_type
88_49742775,88_49742775_67019237-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49742775_waist_type
88_49729511,88_49729511_67077128-01_.jpg,01,BLANCO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49729511_waist_type
88_49708034,88_49708034_67050268-43_.jpg,43,VERDE,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708034_waist_type
88_49712585,88_49712585_67070453-37_.jpg,37,KHAKI,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49712585_waist_type
88_49719870,88_49719870_67035732-07_B.jpg,07,ARENA,Male,Baby,KIDS,CIRCULAR,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49719870_waist_type
88_49724225,88_49724225_67073700-92_.jpg,92,GRIS,Female,Adult,WOMAN,CIRCULAR,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49724225_waist_type
88_49731802,88_49731802_67006757-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49731802_waist_type
88_49710948,88_49710948_67010658-56_.jpg,56,NAVY,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49710948_waist_type
88_49729513,88_49729513_67077915-25_B.jpg,25,SALMON,Female,Baby,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49729513_waist_type
88_49719393,88_49719393_67079218-37_.jpg,37,KHAKI,Male,Adult,MAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49719393_waist_type
88_49723604,88_49723604_67085746-37_.jpg,37,KHAKI,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49723604_waist_type
88_49718798,88_49718798_67024456-03_.jpg,03,HIELO,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49718798_waist_type
88_49714706,88_49714706_67050677-02_.jpg,02,OFFWHITE,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49714706_waist_type
88_49719017,88_49719017_67094449-TM_.jpg,TM,TEJANO MEDIO,Female,Teen,KIDS,JEANS,Bottoms,Jeans,Jeans,Jeans,waist_type,88_49719017_waist_type
88_49724933,88_49724933_67065748-43_.jpg,43,VERDE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49724933_waist_type
88_49708019,88_49708019_67010281-56_.jpg,56,NAVY,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49708019_waist_type
88_49721160,88_49721160_67095986-05_B.jpg,05,CRUDO,Female,Baby,KIDS,TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49721160_waist_type
88_49722087,88_49722087_67083699-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49722087_waist_type
88_49728652,88_49728652_67037704-01_.jpg,01,BLANCO,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728652_waist_type
88_49707520,88_49707520_67020628-09_.jpg,09,CAMEL,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49707520_waist_type
88_49713026,88_49713026_67034444-37_.jpg,37,KHAKI,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49713026_waist_type
88_49716262,88_49716262_67042912-50_.jpg,50,CELESTE,Female,Teen,KIDS,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49716262_waist_type
88_49719438,88_49719438_67095723-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Kaftan,waist_type,88_49719438_waist_type
88_49728651,88_49728651_67037702-52_.jpg,52,AZUL,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49728651_waist_type
88_49715185,88_49715185_67053267-50_.jpg,50,CELESTE,Female,Baby,KIDS,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,waist_type,88_49715185_waist_type
88_49711236,88_49711236_67090644-51_.jpg,51,PORCELANA,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49711236_waist_type
88_49729300,88_49729300_67025998-12_B.jpg,12,AMARILLO,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49729300_waist_type
88_49722964,88_49722964_67006010-02_B.jpg,02,OFFWHITE,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722964_waist_type
88_49722974,88_49722974_67006019-01_B.jpg,01,BLANCO,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722974_waist_type
88_49706908,88_49706908_67040265-99_.jpg,99,NEGRO,Female,Teen,KIDS,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49706908_waist_type
