cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1195597,,6,,3,10,31,32,2,,,
85_1195600,,6,,,10,31,32,2,,,3
85_1195601,,1,,,10,6,27,2,,,1
85_1195609,,,,,5,,32,,,4,3
85_1195614,,6,,1,10,5,32,2,,,
85_1195617,,6,,,10,1,32,2,,,1
85_1195621,,1,,,10,1,34,3,,,2
85_1195626,,,,,,,32,,,,
85_1195627,,,,,5,,32,,,4,3
85_1195629,,5,,,9,,37,,,4,1
85_1195631,,,,,4,5,37,1,,,3
85_1195636,,1,,1,3,24,32,2,,,
85_1195638,,3,,,10,31,32,2,,,1
85_1195639,,6,,3,10,23,32,2,,,
85_1195644,,6,,,10,24,32,2,,,1
85_1195647,,,,,10,31,32,1,,,3
85_1195648,,,,,5,,32,,,4,3
85_1195651,,1,,,3,31,20,2,,,1
85_1195655,,1,,,,,32,,,,
85_1195658,,6,,2,10,1,32,,,,
85_1195663,,1,,,7,22,32,2,,,2
85_1195665,,6,,3,10,1,32,2,,,
85_1195669,,,,,10,31,32,1,,,1
85_1195671,,6,,,10,7,34,2,,,3
85_1195672,,1,,3,10,23,32,2,,,
85_1195675,,6,,3,10,1,32,1,,,
85_1195678,,6,,1,10,1,32,2,,,
85_1195679,,6,,3,10,31,32,2,,,
85_1195680,,,,,4,,37,,,2,3
85_1195682,,6,,,10,31,34,2,,,3
85_1195684,,1,,,10,6,32,2,,,1
85_1195689,,,,,10,31,32,1,,,1
85_1195690,,1,,,10,18,32,2,,,1
85_1195697,,5,,,9,,37,,,4,1
85_1195698,,,,,4,,37,,,2,3
85_1195701,,6,,3,10,31,32,2,,,
85_1195702,,,,,10,,27,,,,
85_1195704,,1,,,5,,32,,,,2
85_1195711,,,,,4,,42,,,4,3
85_1195712,,5,,,3,,32,,,4,3
85_1195714,,1,,3,10,23,32,2,,,
85_1195715,,6,,,5,29,27,,,,2
85_1195717,,6,,3,10,23,32,2,,,
85_1195719,,4,,,3,31,,3,,,3
85_1195720,,6,,,10,31,34,2,,,3
85_1195721,,1,,,10,6,37,2,,,1
85_1195723,,6,,3,10,1,32,2,,,
85_1195725,,,,,13,,26,,,2,3
85_1195728,,,,,4,,37,,,2,3
85_1195729,,,,,10,,27,,,,
85_1195730,,,,,4,,36,,,4,3
85_1195733,,,,,,,14,,,1,1
85_1195734,,,,,10,31,32,3,,,3
85_1195736,,4,,3,10,23,32,2,,,
85_1195738,,4,,3,10,23,32,2,,,
85_1195739,,4,,3,10,23,32,2,,,
85_1195746,,1,,,5,11,32,2,,,1
85_1195747,,1,,,10,6,34,2,,,1
85_1195748,,,,,4,,36,,,4,3
85_1195750,,6,,3,10,1,32,2,,,
85_1195759,,,,,4,,42,,,4,3
85_1195762,,,,,5,,32,,,3,1
85_1195766,,6,,3,10,1,32,2,,,
85_1195768,,6,,3,10,1,32,1,,,
85_1195770,,,,,13,,26,,,2,3
85_1195773,,6,,3,10,1,32,2,,,
85_1195774,,,,,5,,,,,4,3
85_1195778,,,,,4,5,37,4,,,1
85_1195779,,6,,3,5,31,32,2,,,
85_1195780,,4,,3,10,23,32,2,,,
85_1195781,,1,,3,10,24,32,2,,,
85_1195791,,6,,3,10,31,32,2,,,
85_1195794,,,,,4,,,,,1,3
85_1195798,,4,,3,10,23,32,2,,,
85_1195801,,,,,10,,27,,,,
85_1195802,,,,,13,,26,,,2,3
85_1195804,,1,,,10,6,37,2,,,1
85_1195810,,,,,13,,26,,,2,3
85_1195815,,,,,10,,36,,,4,3
85_1195819,,6,,3,10,31,32,2,,,
85_1195821,,,,,4,,37,,,2,3
85_1195839,,6,,1,8,5,20,2,,,
85_1195864,,1,,,10,26,37,2,,,1
85_1195869,,,7,,,,,,4,,
85_1195878,,,,,,,14,,,1,1
85_1195891,,1,,,7,6,27,2,,,3
85_1195900,,6,,,10,31,27,2,,,3
85_1195912,,,,,10,,34,,,4,3
85_1195920,,4,,3,10,23,32,2,,,
85_1195946,,,7,,,,,,3,,
85_1195956,,6,,3,10,1,32,2,,,
85_1195959,,1,,,10,26,37,2,,,1
85_1195960,,6,,,10,7,27,2,,,3
85_1195962,,6,,2,10,25,32,2,,,
85_1195979,,,,,,,37,,,4,3
85_1195985,,1,,2,10,24,32,2,,,
85_1195994,,1,,,10,26,37,2,,,1
85_1195996,,6,,2,7,5,27,2,,,
85_1195997,,6,,2,10,25,32,2,,,
85_1195999,,1,,,5,6,27,2,,,3
85_1196026,,,7,,,,,,4,,
85_1196042,,6,,2,10,24,32,2,,,
85_1196043,,1,,2,10,24,32,2,,,
85_1196047,,6,,,10,7,27,2,,,3
85_1196063,,6,,2,4,5,32,2,,,
85_1196067,,1,,,10,26,37,2,,,1
85_1196069,,6,,1,8,5,20,2,,,
85_1196080,,6,,2,10,25,32,2,,,
85_1196082,,3,,,3,,37,,,4,2
85_1196083,,1,,,10,26,37,2,,,1
85_1196087,,6,,,10,31,34,2,,,2
85_1196096,,1,,,10,6,34,2,,,1
85_1196101,,,,,10,31,47,2,,,1
85_1196104,,6,,1,5,27,32,2,,,
85_1196112,,6,,,10,31,32,2,,,3
85_1196114,,3,,,10,5,32,2,,,1
85_1196123,,6,,1,10,10,32,1,,,
85_1196127,,6,,2,10,23,37,2,,,
85_1196130,,6,,,5,31,34,2,,,3
85_1196131,,6,,1,5,27,32,2,,,
85_1196137,,6,,,10,7,34,2,,,2
85_1196138,,6,,1,10,10,32,1,,,
85_1196145,,1,,3,10,24,32,2,,,
85_1196151,,6,,1,10,1,37,2,,,
85_1196159,,,7,,,,,,4,,
85_1196164,,,7,,,,,,4,,
85_1196165,,,,,10,31,34,1,,,1
85_1196173,,,,,10,,32,,,4,1
85_1196179,,,,,10,31,34,1,,,1
85_1196182,,,,,5,,34,,,1,3
85_1196186,,,,,10,31,34,1,,,1
85_1196194,,,,,5,,34,,,1,3
85_1196209,,1,,3,10,24,32,2,,,
85_1196211,,,,,10,31,34,1,,,1
85_1196215,,6,,,5,31,34,2,,,3
85_1196217,,6,,,4,7,32,2,,,3
85_1196219,,6,,,5,31,34,2,,,3
85_1196229,,6,,,3,7,32,2,,,3
85_1196234,,6,,,10,31,32,2,,,3
85_1196238,,1,,,10,6,34,2,,,1
85_1196249,,6,,,10,7,27,2,,,3
85_1196250,,3,,,5,24,32,3,,,1
85_1196276,,6,,,10,7,27,2,,,3
85_1196287,,1,,,5,29,27,2,,,2
85_1196304,,1,,,10,18,32,1,,,1
85_1196305,,6,,,8,31,37,1,,,3
85_1196308,,,,,5,,,,,4,1
85_1196315,,1,,,5,22,34,2,,,2
85_1196320,,6,,3,10,5,27,2,,,
85_1196323,,1,,,7,29,,2,,,2
85_1196324,,6,,,5,18,27,6,,,1
85_1196326,,3,,,3,24,20,1,,,1
85_1196327,,6,,3,10,31,32,2,,,
85_1196328,,3,,,3,24,20,1,,,1
85_1196330,,1,,,5,22,34,2,,,2
85_1196333,,,,,4,31,37,1,,,1
85_1196335,,1,,,5,11,20,2,,,1
85_1196341,,,,,10,31,37,2,,,1
85_1196342,,1,,,7,6,27,2,,,2
85_1196352,,1,,,5,24,32,2,,,3
85_1196353,,6,,3,10,5,27,2,,,
85_1196357,,1,,,5,18,32,2,,,1
85_1196371,,1,,,5,29,37,2,,,2
85_1196376,,,,,10,31,37,2,,,1
85_1196379,,,,,4,31,37,2,,,1
85_1196383,,,,,4,31,37,2,,,1
85_1196390,,,,,4,,42,,,1,1
85_1196404,,,,,4,31,37,2,,,1
85_1196416,,,,,4,31,37,1,,,1
85_1196419,,,7,,,,,,4,,
85_1196423,,6,,3,10,23,32,2,,,
85_1196431,,6,,,8,31,37,1,,,3
85_1196438,,1,,,10,18,32,1,,,1
85_1196442,,,,,4,,42,,,1,1
85_1196456,,6,,,3,24,32,2,,,1
85_1196458,,,,,5,,,,,4,1
85_1196460,,1,,,7,29,,2,,,2
85_1196470,,6,,3,10,23,32,2,,,
85_1196474,,,,,5,,23,,,1,3
85_1196483,,1,,,7,6,27,2,,,2
85_1196490,,1,,,5,18,32,2,,,1
85_1196495,,1,,,7,6,27,2,,,2
85_1196510,,1,,,5,24,32,2,,,3
85_1196511,,6,,,5,18,27,6,,,1
85_1196525,,1,,,5,29,27,2,,,2
85_1196528,,,6,,,,,,2,,
85_1196547,,6,,1,5,23,27,2,,,
85_1196554,,6,,1,5,23,27,2,,,
85_1196560,,1,,1,5,24,32,2,,,
85_1196577,,1,,,10,28,32,2,,,3
85_1196580,,,,,4,11,34,2,,,1
85_1196584,,1,,,10,18,32,3,,,1
85_1196586,,,1,,,,,,3,,
85_1196595,,,,,5,,23,,,1,3
85_1196600,,1,,,10,18,32,3,,,1
85_1196622,,1,,,10,6,37,2,,,3
85_1196623,,6,,1,5,1,27,2,,,
85_1196630,,6,,1,5,23,27,2,,,
85_1196641,,6,,,10,31,32,2,,,3
85_1196648,,,,,5,,,,,,3
85_1196651,,6,,1,5,1,27,2,,,
85_1196658,,6,,,8,24,20,2,,,1
85_1196660,,1,,,7,7,32,2,,,2
85_1196675,,,1,,,,,,3,,
85_1196677,,,1,,,,,,3,,
85_1196679,,6,,1,5,1,27,2,,,
85_1196683,,1,,1,5,24,32,2,,,
85_1196696,,,,,3,,32,,,2,3
85_1196698,,6,,,3,24,20,2,,,1
85_1196717,,1,,,5,1,27,2,,,2
85_1196719,,,,,10,,34,,,1,3
85_1196736,,,,,10,31,32,2,,,1
85_1196760,,,,,10,,34,,,1,3
85_1196772,,6,,,10,31,34,2,,,1
85_1196792,,1,,,10,1,32,2,,,3
85_1196812,,,,,10,,12,,,1,3
85_1196819,,6,,,8,24,20,2,,,1
85_1196834,,,,,5,,,,,4,3
85_1196845,,1,,,5,6,20,2,,,1
85_1196847,,1,,,3,7,32,2,,,3
85_1196850,,6,,,10,24,32,2,,,1
85_1196856,,,,,10,,32,,,4,3
85_1196869,,,,,7,,,,,,
85_1196878,,1,,,7,22,32,2,,,2
85_1196881,,1,,,5,6,27,2,,,1
85_1196883,,1,,,10,6,34,1,,,3
85_1196893,,,,,5,,34,,,1,3
85_1196902,,,,,4,11,34,2,,,1
85_1196937,,1,,,3,7,32,2,,,3
85_1196953,,1,,,10,6,34,1,,,3
85_1196954,,,,,10,31,37,1,,,1
85_1196980,,,,,6,,,,,4,3
85_1196987,,1,,,10,1,32,2,,,3
85_1196994,,1,,,3,1,37,2,,,2
85_1196995,,,,,6,,,,,4,3
85_1196996,,1,,,10,1,32,2,,,3
85_1197002,,1,,,10,6,37,2,,,1
85_1197007,,,,,5,,34,,,1,3
85_1197008,,6,,3,10,31,32,2,,,
85_1197010,,1,,3,4,25,27,2,,,
85_1197021,,,,,10,,32,,,4,3
85_1197028,,,,,10,31,37,3,,,1
85_1197055,,1,,3,10,6,32,2,,,
85_1197073,,1,,,5,7,27,2,,,3
85_1197077,,1,,,5,6,20,2,,,1
85_1197086,,1,,,7,7,27,2,,,3
85_1197090,,1,,,5,1,32,2,,,2
85_1197094,,1,,,,29,,2,,,3
85_1197096,,5,,,5,24,20,5,,,3
85_1197099,,,,,10,,45,,,1,3
85_1197108,,,,,4,,42,,,2,3
85_1197113,,1,,,5,29,27,2,,,2
85_1197118,,,,,4,,28,,,1,1
85_1197122,3,,7,,,,,,,,
85_1197134,,,,,10,,3,,,4,3
85_1197150,,3,,,4,31,32,1,,,3
85_1197151,,4,,2,10,10,32,2,,,
85_1197159,,3,,,8,5,20,1,,,1
85_1197161,,1,,,10,29,,2,,,2
85_1197162,,4,,2,10,10,32,2,,,
85_1197163,,,,,4,,42,,,2,3
85_1197169,,,,,10,,45,,,1,3
85_1197171,,,,,4,,42,,,2,3
85_1197172,,1,,,10,6,37,2,,,1
85_1197174,,,,,10,,32,,,4,3
85_1197184,,5,,,3,,32,,,3,3
85_1197188,,1,,,8,5,20,1,,,1
85_1197189,,3,,,8,5,20,2,,,1
85_1197200,,,7,,,,,,4,,
85_1197204,2,,7,,,,,,,,
85_1197206,,1,,,,29,,2,,,3
85_1197213,,6,,3,4,5,32,2,,,
85_1197225,,1,,,,29,,2,,,3
85_1197230,,1,,,,29,,2,,,3
85_1197242,,1,,,5,29,37,2,,,2
85_1197247,,1,,,,29,,2,,,2
85_1197267,,1,,,7,31,27,2,,,2
85_1197283,,1,,,,29,,2,,,3
85_1197285,,6,,,10,31,32,2,,,3
85_1197291,,1,,,3,24,20,2,,,1
85_1197294,,,,,10,31,34,2,,,1
85_1197295,,,7,,,,,,4,,
85_1197296,,,,,,,,,,3,3
85_1197297,,1,,,,29,,2,,,3
85_1197324,,1,,,7,7,37,2,,,2
85_1197327,,1,,,7,7,37,2,,,2
85_1197334,,6,,,8,14,20,5,,,1
85_1197347,,6,,,8,14,20,5,,,1
85_1197349,,1,,,,24,,,,,3
85_1197351,1,,1,,,,,,2,,
85_1197362,,1,,,7,29,27,2,,,2
85_1197366,3,,7,,,,,,4,,
85_1197369,3,,7,,,,,,4,,
85_1197374,,1,,,10,6,32,2,,,3
85_1197397,,,,1,10,,32,,,2,
85_1197402,,6,,1,5,1,32,2,,,
85_1197404,,,,,5,,34,,,1,3
85_1197413,,6,,,10,31,47,2,,,3
85_1197419,,6,,,10,7,34,2,,,3
85_1197420,,1,,,10,6,34,1,,,1
85_1197421,,,,,10,31,37,1,,,1
85_1197423,,1,,,5,29,27,2,,,2
85_1197426,,5,,,3,14,32,2,,,1
85_1197433,,,,1,10,,32,,,2,
85_1197434,,1,,,5,29,27,2,,,2
85_1197441,,,,,5,,,,,4,1
85_1197445,,1,,,10,6,34,1,,,1
85_1197447,,,,,5,,,,,4,1
85_1197450,,,,,4,20,37,3,,,1
85_1197454,,6,,,5,11,,3,,,1
85_1197463,,,,,10,1,34,2,,,1
85_1197464,,6,,,10,7,34,2,,,3
85_1197467,,6,,,3,31,32,1,,,1
85_1197472,,1,,1,5,24,32,2,,,
85_1197478,1,,1,,,,,,2,,
85_1197481,,6,,,10,31,34,2,,,3
85_1197484,,1,,,5,7,32,2,,,3
85_1197498,,6,,,10,7,32,2,,,3
85_1197501,,1,,,5,7,27,,,,3
85_1197509,,,,,5,,44,,,2,3
85_1197515,,1,,,3,6,27,2,,,2
85_1197523,,6,,,10,31,34,2,,,3
85_1197536,,3,,,8,,20,,,2,1
85_1197541,,1,,,,29,,2,,,3
85_1197552,,6,,1,5,1,32,2,,,
85_1197553,,1,,,10,6,34,1,,,1
85_1197559,,1,,,10,6,34,1,,,1
85_1197564,,1,,1,5,24,32,2,,,
85_1197566,,1,,,10,7,32,2,,,1
85_1197569,,1,,,,29,,2,,,3
85_1197578,,,,,10,1,34,2,,,1
85_1197584,,,,,10,31,47,1,,,1
85_1197591,,6,,,10,7,34,2,,,3
85_1197592,,3,,,3,31,20,1,,,3
85_1197594,,,4,,,,,,3,,
85_1197605,,6,,,3,31,32,1,,,1
85_1197623,,4,,,10,1,34,2,,,3
85_1197625,,3,,,5,14,32,1,,,1
85_1197631,,1,,,5,6,27,2,,,1
85_1197634,,6,,,10,31,47,2,,,3
85_1197649,,6,,3,4,5,37,2,,,
85_1197667,,1,,,5,29,27,2,,,2
85_1197669,,1,,,7,1,32,2,,,3
85_1197687,,1,,,10,6,32,2,,,1
85_1197718,,1,,,,29,,2,,,3
85_1197791,,1,,1,10,7,32,2,,,
85_1197803,,1,,,5,7,32,2,,,2
85_1197806,,1,,,,29,,2,,,3
85_1197831,,,,,4,,36,,,4,3
85_1197846,,6,,,10,31,27,2,,,3
85_1197879,,,,,13,,26,,,2,3
85_1197898,,,,,10,31,37,2,,,1
85_1197900,,,,,5,,34,,,1,3
85_1197907,,1,,,10,6,32,2,,,1
85_1197918,,,,,,,,,,4,1
85_1197949,,6,,,10,31,47,2,,,3
85_1197961,3,,4,,,,,,,,
85_1197970,,1,,,,29,,2,,,1
85_1197973,,,,,10,31,34,1,,,1
85_1197980,,,,,5,,34,,,1,3
85_1198011,,6,,3,4,5,37,2,,,
85_1198016,,1,,,5,1,27,,,,3
85_1198046,,,,,10,,32,,,4,3
85_1198051,,,,,10,31,34,2,,,1
85_1198053,,,,,5,,34,,,1,3
85_1198056,,,,,10,31,32,3,,,3
85_1198064,,1,,,10,5,32,2,,,3
85_1198065,,6,,1,10,24,32,2,,,
85_1198067,,6,,2,10,5,32,2,,,
85_1198068,,1,,,7,7,37,2,,,2
85_1198072,3,,6,,,,,,2,,
85_1198076,,,,,4,,1,,,4,
85_1198078,,,,,3,,,,,,
85_1198081,,,,,10,,12,,,1,3
85_1198082,3,,1,,,,,,2,,
85_1198084,,1,,,10,31,20,2,,,3
85_1198087,,6,,2,10,31,32,2,,,
85_1198090,,,,,10,31,37,2,,,1
85_1198091,,1,,,10,5,32,2,,,3
85_1198093,,,,,4,31,37,2,,,3
85_1198103,,,4,,,,,,3,,
85_1198106,,5,,,8,,32,,,3,3
85_1198108,,,,,10,24,37,2,,,1
85_1198112,,3,,,10,18,20,2,,,1
85_1198115,,6,,1,10,24,32,2,,,
85_1198120,,1,,2,10,31,32,2,,,
85_1198122,,,,,10,31,34,2,,,1
85_1198129,,6,,3,10,31,32,2,,,
85_1198135,,6,,,8,31,37,1,,,3
85_1198136,,,,,4,,17,,,2,3
85_1198141,,,,,10,31,47,2,,,1
85_1198143,,1,,,7,9,32,2,,,3
85_1198148,,,,,4,,32,,,2,3
85_1198154,,,,,10,24,37,2,,,1
85_1198156,,1,,,10,6,34,2,,,1
85_1198157,,1,,,,29,,2,,,3
85_1198159,,,4,,,,,,3,,
85_1198160,,,,,3,,,,,,
85_1198162,,,,,10,5,37,2,,,1
85_1198165,,,,,10,31,34,2,,,1
85_1198166,,,,,10,31,37,2,,,1
85_1198172,,6,,,3,,20,,,1,1
85_1198178,,1,,,3,5,20,2,,,1
85_1198181,,6,,1,10,23,32,2,,,
85_1198184,,6,,2,10,5,32,2,,,
85_1198191,,4,,,10,1,34,2,,,2
85_1198194,,,,,10,5,37,2,,,1
85_1198198,,6,,2,10,3,32,2,,,
85_1198199,,6,,1,5,1,27,2,,,
85_1198201,,6,,,8,,32,,,2,3
85_1198203,,6,,1,10,23,32,2,,,
85_1198205,,6,,1,10,24,32,2,,,
85_1198206,,,,,10,31,32,1,,,3
85_1198212,,6,,,3,,20,,,1,1
85_1198213,,,,,10,31,34,2,,,1
85_1198220,,6,,,8,31,37,1,,,3
85_1198223,,,1,,,,,,3,,
85_1198225,,6,,3,10,31,32,2,,,
85_1198229,,,,,10,24,37,2,,,1
85_1198230,,6,,2,3,1,27,2,,,
85_1198235,,,7,,,,,,4,,
85_1198237,,1,,,10,1,32,2,,,2
85_1198238,,,,,10,,26,,,2,3
85_1198239,,6,,2,10,10,27,2,,,
85_1198245,,6,,2,3,1,27,2,,,
85_1198249,,1,,,5,6,32,2,,,2
85_1198253,,1,,,10,7,32,2,,,2
85_1198255,,3,,,3,,32,,,4,3
85_1198265,,1,,,5,6,37,1,,,3
85_1198270,,6,,2,10,10,27,2,,,
85_1198276,,6,,2,3,1,27,2,,,
85_1198279,,6,,,3,1,20,2,,,3
85_1198285,,6,,2,3,1,27,2,,,
85_1198291,,,,,10,31,37,1,,,1
85_1198299,,,,,10,31,32,1,,,1
85_1198305,,1,,,5,6,37,1,,,3
85_1198313,,,,,,,34,,,4,3
85_1198314,,,,,10,31,32,1,,,1
85_1198317,,,,,,,34,,,4,2
85_1198328,,6,,2,10,10,27,2,,,
85_1198336,,1,,,10,1,32,2,,,2
85_1198343,,,,,10,31,32,1,,,1
85_1198344,,6,,2,3,1,27,2,,,
85_1198355,,,,,5,,37,,,,
85_1198361,,1,,2,5,24,27,2,,,
85_1198369,,,4,,,,,,2,,
85_1198370,,6,,3,5,1,32,,,,
85_1198374,,,4,,,,,,2,,
85_1198375,,1,,2,5,24,27,2,,,
85_1198380,1,,7,,,,,,4,,
85_1198389,,1,,2,5,24,27,2,,,
85_1198409,,,,,,,,,,3,3
85_1198418,,1,,2,5,24,27,2,,,
85_1198420,,,4,,,,,,2,,
85_1198443,,6,,2,5,24,27,2,,,
85_1198447,,,,,4,24,37,2,,,3
85_1198467,,,,,4,,17,,,1,2
85_1198471,,6,,1,5,1,27,2,,,
85_1198484,,,,,5,,,,,1,3
85_1198496,,1,,,10,,,6,,,2
85_1198525,,,,,5,,37,,,,
85_1198526,,1,,,3,29,32,2,,,2
85_1198535,,6,,2,5,24,27,2,,,
85_1198545,,,,,10,31,32,1,,,1
85_1198567,,6,,2,5,24,27,2,,,
85_1198590,,1,,,5,9,32,2,,,2
85_1198592,,,,,5,,,,,1,3
85_1198600,,6,,,5,24,20,2,,,1
85_1198612,,1,,,10,6,34,2,,,1
85_1198626,,,,,5,,3,,,4,3
85_1198650,,,,,4,24,37,2,,,3
85_1198652,,6,,2,5,24,27,2,,,
85_1198665,,,,,5,,3,,,4,3
85_1198666,,6,,,8,5,32,2,,,1
85_1198672,,4,,,3,16,37,3,,,1
85_1198674,,,,,2,,3,,,4,3
85_1198677,,6,,,,24,,2,,,1
85_1198681,,6,,3,3,14,37,2,,,
85_1198687,,,7,,,,,,4,,
85_1198695,,,7,,,,,,4,,
85_1198714,,,,,2,,3,,,4,3
85_1198724,,,7,,,,,,4,,
85_1198726,,6,,2,5,1,37,2,,,
85_1198740,,3,,,3,,20,,,,3
85_1198749,,,,,10,31,37,2,,,1
85_1198763,2,,7,,,,,,,,
85_1198769,,,7,,,,,,4,,
85_1198776,,,,,5,,36,,,,
85_1198786,,,7,,,,,,4,,
85_1198809,,6,,2,10,1,32,2,,,
85_1198811,,1,,,3,6,20,2,,,1
85_1198818,,,7,,,,,,4,,
85_1198833,,,,,2,,3,,,4,3
85_1198835,,6,,2,10,1,32,2,,,
85_1198836,,6,,,4,5,37,2,,,1
85_1198838,,,,,5,,,,,,3
85_1198855,,6,,2,5,1,37,2,,,
85_1198864,,,7,,,,,,4,,
85_1198885,,3,,,3,,20,,,4,3
85_1198886,,3,,,4,15,32,1,,,1
85_1198896,,5,,,8,,20,,,1,1
85_1198904,,6,,3,3,14,37,2,,,
85_1198911,,,,,4,,2,,,4,3
85_1198913,,,,,3,,32,,,,
85_1198925,,,,,,,32,,,1,3
85_1198931,,6,,1,10,23,32,2,,,
85_1198937,,,,,4,,2,,,4,3
85_1198943,,,7,,,,,,4,,
85_1198954,,,7,,,,,,4,,
85_1198956,,,,,10,24,37,5,,,1
85_1198959,,,,,10,31,37,2,,,1
85_1198961,,1,,,3,31,20,2,,,1
85_1198966,,6,,1,10,23,32,2,,,
85_1198980,,,7,,,,,,4,,
85_1198984,,6,,,10,24,32,6,,,1
85_1198998,,,7,,,,,,4,,
85_1199003,,3,,,3,5,20,2,,,1
85_1199009,,,7,,,,,,4,,
85_1199021,,,,,10,24,37,5,,,1
85_1199026,,,,,5,,3,,,2,1
85_1199031,,,,,10,5,34,2,,,1
85_1199048,,,7,,,,,,4,,
85_1199051,,,,,4,,2,,,4,3
85_1199053,,6,,3,3,14,37,2,,,
85_1199062,,5,,,5,31,20,1,,,1
85_1199089,,6,,,10,24,32,6,,,1
85_1199094,3,,7,,,,,,4,,
85_1199095,,1,,,4,14,37,2,,,1
85_1199097,,,,,4,,17,,,2,3
85_1199119,,6,,1,10,23,32,2,,,
85_1199135,,6,,,5,,,2,,,1
85_1199170,,,7,,,,,,4,,
85_1199175,,1,,,10,,32,2,,,1
85_1199177,,6,,3,10,23,32,2,,,
85_1199192,3,,7,,,,,,4,,
85_1199201,3,,7,,,,,,4,,
85_1199202,,,,,5,,,,,1,1
85_1199206,,6,,1,10,23,32,2,,,
85_1199210,3,,7,,,,,,4,,
85_1199215,,,,,10,31,32,2,,,1
85_1199218,,6,,2,10,23,32,2,,,
85_1199223,,1,,,5,9,32,2,,,2
85_1199224,,6,,2,10,23,32,2,,,
85_1199240,,6,,1,10,31,32,2,,,
85_1199246,,1,,,10,6,37,2,,,1
85_1199248,,,5,,,,,,3,,
85_1199263,,,,,10,31,32,2,,,3
85_1199270,,,,,,31,,2,,,1
85_1199273,,1,,3,4,5,32,2,,,
85_1199277,,,,,5,,3,,,1,1
85_1199288,,1,,,10,26,37,2,,,1
85_1199290,,,,,10,31,32,2,,,3
85_1199293,,,,,10,31,32,2,,,1
85_1199296,,6,,,10,24,32,2,,,1
85_1199309,,6,,1,4,29,37,2,,,
85_1199313,,,,,10,31,32,2,,,1
85_1199316,,3,,,3,5,,2,,,1
85_1199317,,1,,,10,6,32,,,,3
85_1199319,,1,,,10,6,34,2,,,1
85_1199332,,,,,10,31,32,2,,,3
85_1199333,,,,,10,,37,,,1,3
85_1199338,,,,,10,,37,,,4,1
85_1199341,,1,,,10,26,37,2,,,1
85_1199343,,6,,,10,24,32,2,,,1
85_1199347,,,,,10,31,32,2,,,1
85_1199348,,,,,10,31,32,2,,,3
85_1199351,,6,,3,10,24,27,2,,,
85_1199352,,6,,3,8,1,37,1,,,
85_1199354,,,,,5,,32,,,4,3
85_1199359,,1,,,5,9,32,2,,,2
85_1199364,,1,,,3,5,32,2,,,3
85_1199372,,,,,5,,44,,,4,3
85_1199375,,6,,1,10,24,37,2,,,
85_1199382,,6,,3,10,1,27,2,,,
85_1199397,,5,,,3,21,32,2,,,1
85_1199400,,,,,3,,32,,,,
85_1199404,,6,,1,3,24,37,2,,,
85_1199410,3,,1,,,,,,3,,
85_1199418,,,7,,,,,,4,,
85_1199430,2,,1,,,,,,2,,
85_1199440,,,,,10,31,34,2,,,1
85_1199445,,,,,5,,44,,,4,3
85_1199449,2,,1,,,,,,2,,
85_1199456,,6,,1,3,24,37,2,,,
85_1199457,,,,,10,31,34,2,,,1
85_1199463,,,,,5,,,,,1,1
85_1199467,,,,1,10,14,37,5,,,
85_1199472,,4,,,3,31,20,1,,,3
85_1199484,,,,,10,31,34,2,,,1
85_1199485,,6,,3,10,23,37,1,,,
85_1199486,,3,,,10,5,32,3,,,1
85_1199495,,1,,,3,29,32,2,,,2
85_1199504,,1,,,5,9,32,2,,,2
85_1199508,,5,,,3,,32,,,,3
85_1199510,,,,,10,31,34,2,,,1
85_1199511,,1,,,5,9,32,2,,,2
85_1199514,,3,,,3,31,20,1,,,3
85_1199519,,3,,,3,31,20,2,,,1
85_1199528,,6,,,5,14,32,4,,,1
85_1199533,,1,,1,10,24,32,2,,,
85_1199541,,,,,4,31,27,2,,,1
85_1199543,,6,,,5,11,20,2,,,1
85_1199545,,1,,,9,,32,,,3,3
85_1199550,,6,,1,5,6,37,3,,,
85_1199551,,6,,,5,,32,,,1,1
85_1199557,,4,,,3,31,20,2,,,1
85_1199585,,6,,2,10,1,32,2,,,
85_1199586,,5,,,4,14,37,2,,,1
85_1199591,,6,,2,8,,37,,,2,
85_1199605,,,,2,,,,,,,
85_1199609,,6,,2,5,24,32,2,,,
85_1199615,,6,,3,4,5,32,2,,,
85_1199628,,6,,3,10,23,37,2,,,
85_1199642,,6,,2,10,14,27,2,,,
85_1199650,,,,1,4,24,37,3,,,
85_1199680,,6,,3,4,5,32,2,,,
85_1199686,,6,,,5,1,32,2,,,1
85_1199690,,6,,3,4,5,32,,,,
85_1199730,,6,,2,10,5,32,2,,,
85_1199738,,1,,,3,29,32,2,,,2
85_1199745,,6,,,5,24,32,2,,,1
85_1199758,,6,,2,10,31,32,2,,,
85_1199760,,,,3,4,20,37,3,,,
85_1199762,,1,,1,10,24,37,2,,,
85_1199770,,1,,,3,6,20,2,,,1
85_1199784,,6,,1,5,3,37,2,,,
85_1199788,,,,,10,31,27,1,,,3
85_1199829,,6,,2,10,31,32,2,,,
85_1199844,,6,,,3,1,32,2,,,1
85_1199872,,6,,2,5,5,32,2,,,
85_1199874,,,,,10,31,32,2,,,1
85_1199878,,,,,10,31,27,1,,,3
85_1199880,3,,2,,,,,,3,,
