cod_modelo_color,cod_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,des_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1203308,99,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,85_1203308_37075146-99_.jpg,NEGRO,,6.0,,,5.0,,20.0,,,4.0,3.0
84_1181543,12,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1181543_27005812-12_.jpg,AMARILLO,,,,,10.0,31.0,37.0,2.0,,,1.0
84_1168499,02,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,84_1168499_27054024-02_.jpg,OFFWHITE,,,,,10.0,5.0,37.0,3.0,,,1.0
82_1090851,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1090851_87062884-52_.jpg,AZUL,,1.0,,,4.0,18.0,32.0,2.0,,,1.0
84_1165897,52,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,84_1165897_27031149-52_.jpg,AZUL,,6.0,,2.0,10.0,31.0,27.0,2.0,,,
81_1082025,05,Female,Adult,WOMAN,JEANS,Tops,Shirts,Shirt,Shirt,81_1082025_77047638-05_.jpg,CRUDO,,,,,,2.0,32.0,2.0,,,
82_1089598,68,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,82_1089598_87020555-68_.jpg,MALVA,,,,1.0,5.0,,,,,,
83_1141518,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,83_1141518_17033788-52_.jpg,AZUL,,1.0,,,10.0,1.0,32.0,2.0,,,1.0
82_1105288,99,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,82_1105288_87077117-99_.jpg,NEGRO,,,,1.0,4.0,24.0,32.0,3.0,,,3.0
85_1206196,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1206196_37017756-01_.jpg,BLANCO,,1.0,,,10.0,26.0,39.0,2.0,,,1.0
83_1150659,09,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1150659_17079074-09_.jpg,CAMEL,,6.0,,,5.0,1.0,20.0,2.0,,,3.0
83_1122834,01,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,83_1122834_17070386-01_.jpg,BLANCO,,4.0,,,10.0,25.0,32.0,1.0,,,1.0
86_1221454,08,Male,Adult,MAN,TRICOT,Tops,T-shirts,T-shirt,T-Shirt,86_1221454_47087819-08_.jpg,BEIGE,,,,1.0,10.0,31.0,32.0,1.0,,,
85_1181283,TM,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,85_1181283_37040366-TM_.jpg,TEJANO MEDIO,,,,,4.0,,36.0,,,4.0,3.0
84_1168969,52,Female,Teen,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,84_1168969_27074394-52_.jpg,AZUL,,,,,5.0,,,,,1.0,1.0
83_1121782,92,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1121782_17005908-92_.jpg,GRIS,,1.0,,,3.0,29.0,32.0,2.0,,,2.0
81_1079944,CO,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,81_1079944_77099208-CO_.jpg,COBRE,,,,,,5.0,37.0,2.0,,,
82_1092352,09,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,82_1092352_87071025-09_.jpg,CAMEL,,,,3.0,,24.0,32.0,2.0,,,
85_1176697,37,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,85_1176697_37084001-37_.jpg,KHAKI,,1.0,,,10.0,9.0,32.0,,,,1.0
83_1129893,49,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1129893_17034759-49_.jpg,BOTELLA,,,,,10.0,31.0,32.0,2.0,,,1.0
84_1154227,94,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1154227_27000776-94_.jpg,GRIS MEDIO VIGORE,,,,,10.0,24.0,37.0,1.0,,,1.0
84_1164395,TS,Male,Adult,MAN,JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,84_1164395_27024391-TS_.jpg,TEJANO SOFT,,1.0,,,5.0,6.0,27.0,2.0,,,2.0
84_1172309,56,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1172309_27087880-56_.jpg,NAVY,,,,,10.0,31.0,32.0,1.0,,,3.0
84_1158220,55,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Shorts,84_1158220_27001059-55_.jpg,TINTA,,,,,3.0,,32.0,,,2.0,1.0
85_1177782,02,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,85_1177782_37000232-02_.jpg,OFFWHITE,,,,,13.0,,26.0,,,2.0,3.0
83_1127216,43,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,83_1127216_17092011-43_.jpg,VERDE,,6.0,,,3.0,24.0,32.0,1.0,,,1.0
84_1159816,01,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,84_1159816_27092519-01_.jpg,BLANCO,,,,,5.0,,34.0,,,1.0,1.0
86_1225567,85,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,86_1225567_47037115-85_.jpg,ROSA,,5.0,,,5.0,32.0,32.0,3.0,,,1.0
86_1214456,88,Female,Kids,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,86_1214456_47075132-88_.jpg,FUCSIA,,,,,5.0,,17.0,,,1.0,1.0
85_1188234,07,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1188234_37034381-07_.jpg,ARENA,,,,,10.0,5.0,34.0,2.0,,,1.0
85_1170199,01,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1170199_37010542-01_.jpg,BLANCO,,1.0,,,10.0,18.0,37.0,2.0,,,1.0
85_1204028,99,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,85_1204028_37075960-99_.jpg,NEGRO,,,,,3.0,,,,,3.0,3.0
84_1166467,81,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,84_1166467_27095758-81_.jpg,ROSA PASTEL,,6.0,,,10.0,24.0,32.0,2.0,,,1.0
82_1120034,50,Female,Adult,WOMAN,TRICOT,Bottoms,Skirts and shorts,Shorts,Shorts,82_1120034_87087649-50_.jpg,CELESTE,,,,3.0,3.0,,32.0,,,1.0,
84_1185246,20,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,84_1185246_27097888-20_.jpg,NARANJA,,1.0,,,10.0,,32.0,,,,1.0
86_1210865,70,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1210865_47050198-70_.jpg,ROJO,,1.0,,,3.0,6.0,27.0,1.0,,,1.0
85_1174755,43,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Boots,85_1174755_37010678-43_.jpg,VERDE,1.0,,7.0,,,,,,4.0,,
83_1158489,83,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,83_1158489_17049091-83_.jpg,ROSA PALO,,1.0,,,7.0,29.0,27.0,2.0,,,3.0
82_1121029,50,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,82_1121029_87037884-50_.jpg,CELESTE,,1.0,,,3.0,6.0,27.0,2.0,,,3.0
83_1141869,99,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,83_1141869_17069038-99_.jpg,NEGRO,,,,,10.0,,37.0,,,1.0,3.0
86_1225726,02,Female,Baby,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,86_1225726_47076707-02_.jpg,OFFWHITE,,1.0,,,10.0,,27.0,2.0,,,3.0
83_1118990,70,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,83_1118990_17000735-70_.jpg,ROJO,,5.0,,,8.0,,32.0,,,4.0,1.0
82_1106469,68,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1106469_87077623-68_.jpg,MALVA,,,,,10.0,,32.0,,,1.0,3.0
84_1154363,TN,Female,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,84_1154363_27092502-TN_.jpg,TEJANO NEGRO,,1.0,,,3.0,,32.0,,,4.0,3.0
84_1154794,02,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1154794_27001278-02_.jpg,OFFWHITE,,,,,4.0,31.0,27.0,1.0,,,1.0
83_1113845,06,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1113845_17010539-06_.jpg,PIEDRA,,4.0,,1.0,10.0,23.0,32.0,2.0,,,
85_1181253,85,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1181253_37020377-85_.jpg,ROSA,,,,,5.0,,17.0,,,4.0,1.0
84_1156720,02,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,84_1156720_27071086-02_.jpg,OFFWHITE,,3.0,,,10.0,5.0,20.0,2.0,,,1.0
85_1192287,68,Female,Kids,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,85_1192287_37074045-68_.jpg,MALVA,,6.0,,,3.0,,20.0,,,1.0,1.0
84_1150550,56,Male,Adult,MAN,CIRCULAR,Outerwear,Jackets and Blazers,Blazers,Blazer,84_1150550_27040125-56_.jpg,NAVY,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
81_1043504,99,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,81_1043504_77001003-99_.jpg,NEGRO,,,,,10.0,,34.0,,,,
82_1112942,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1112942_87015718-01_.jpg,BLANCO,,,,,10.0,31.0,32.0,1.0,,,1.0
86_1210630,56,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,86_1210630_47005576-56_.jpg,NAVY,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
81_1064429,09,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,81_1064429_77064404-09_.jpg,CAMEL,1.0,,,,,,,,,,
85_1189744,08,Male,Teen,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1189744_37074384-08_.jpg,BEIGE,,,,,5.0,,37.0,,,4.0,3.0
81_1064612,76,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,81_1064612_77082893-76_.jpg,GRANATE,,,,,,29.0,32.0,,,,
85_1198285,06,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,85_1198285_37077714-06_.jpg,PIEDRA,,6.0,,2.0,3.0,1.0,27.0,2.0,,,
86_1214096,52,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1214096_47006704-52_.jpg,AZUL,,,,,10.0,,32.0,,,1.0,
84_1163655,08,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,84_1163655_27054011-08_.jpg,BEIGE,,1.0,,,5.0,6.0,32.0,,,,3.0
81_1064192,68,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1064192_77065908-68_.jpg,MALVA,,,,1.0,,5.0,32.0,2.0,,,
82_1119855,09,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1119855_87015730-09_.jpg,CAMEL,,,,,10.0,31.0,32.0,3.0,,,1.0
82_1096441,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,82_1096441_87052525-99_.jpg,NEGRO,,,,,10.0,,34.0,,,,
81_1081712,43,Female,Adult,WOMAN,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,81_1081712_77057637-43_.jpg,VERDE,,,,,8.0,,24.0,,,1.0,
81_1066898,56,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,81_1066898_77045918-56_.jpg,NAVY,,,,1.0,,23.0,,,,,
86_1212280,05,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1212280_47005604-05_.jpg,CRUDO,,,,,10.0,,37.0,,,4.0,1.0
86_1229256,37,Female,Adult,WOMAN,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,86_1229256_47048254-37_.jpg,KHAKI,,,,,10.0,,12.0,,,2.0,3.0
84_1189847,01,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1189847_27008650-01_.jpg,BLANCO,,,,,10.0,31.0,34.0,1.0,,,1.0
86_1217824,88,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,86_1217824_47018630-88_.jpg,FUCSIA,,3.0,,,3.0,14.0,32.0,3.0,,,3.0
86_1222615,02,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,86_1222615_47095857-02_.jpg,OFFWHITE,,4.0,,2.0,7.0,23.0,32.0,2.0,,,
82_1087398,54,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1087398_87074008-54_.jpg,INDIGO,,,,,10.0,,37.0,,,,
82_1091476,50,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1091476_87000551-50_.jpg,CELESTE,,,,,,5.0,32.0,1.0,,,
84_1157468,99,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1157468_27081082-99_.jpg,NEGRO,,,,,10.0,31.0,37.0,1.0,,,1.0
85_1172173,56,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1172173_37040555-56_.jpg,NAVY,,,,,10.0,,37.0,,,1.0,3.0
83_1133964,95,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1133964_17005927-95_.jpg,ANTRACITA,,6.0,,3.0,10.0,31.0,32.0,2.0,,,
85_1211694,52,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,85_1211694_37066720-52_.jpg,AZUL,,,,,5.0,,32.0,,,,
84_1157816,50,Female,Kids,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,84_1157816_27001028-50_.jpg,CELESTE,,6.0,,,10.0,31.0,47.0,2.0,,,3.0
86_1214146,54,Male,Adult,MAN,JEANS,Tops,Shirts,Shirt,Shirt,86_1214146_47055908-54_.jpg,INDIGO,,,,,,,34.0,,,,
83_1143086,TN,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,83_1143086_17084063-TN_.jpg,TEJANO NEGRO,,,,,5.0,,,,,,3.0
86_1226050,77,Female,Teen,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,86_1226050_47083773-77_.jpg,VINO,,3.0,,,8.0,,32.0,,,2.0,1.0
82_1097001,37,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,82_1097001_87001057-37_.jpg,KHAKI,,,,,5.0,,32.0,,,4.0,
86_1229215,02,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,86_1229215_47096325-02_.jpg,OFFWHITE,,6.0,,,5.0,,27.0,,,,3.0
82_1129059,40,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,82_1129059_87098637-40_.jpg,VERDE PASTEL,,,,,4.0,31.0,32.0,3.0,,,3.0
84_1168028,30,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,84_1168028_27083265-30_.jpg,MARRON,,1.0,,,5.0,11.0,32.0,2.0,,,1.0
86_1212866,70,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,86_1212866_47007108-70_.jpg,ROJO,,1.0,,,5.0,24.0,32.0,3.0,,,1.0
84_1152966,92,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,84_1152966_27050311-92_.jpg,GRIS,,1.0,,,10.0,26.0,27.0,2.0,,,3.0
84_1167786,99,Female,Teen,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,84_1167786_27091159-99_.jpg,NEGRO,,1.0,,,3.0,24.0,20.0,2.0,,,1.0
81_1060275,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Outerwear,Jackets and Blazers,Jackets,Jacket,81_1060275_77070551-99_.jpg,NEGRO,,,,,3.0,,,2.0,,,
85_1198590,99,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,85_1198590_37005145-99_.jpg,NEGRO,,1.0,,,5.0,9.0,32.0,2.0,,,2.0
86_1207721,99,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1207721_47001053-99_.jpg,NEGRO,,,,,10.0,24.0,37.0,1.0,,,1.0
86_1205450,99,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,86_1205450_47040791-99_.jpg,NEGRO,,1.0,,1.0,10.0,24.0,32.0,2.0,,,
86_1219456,30,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1219456_47054018-30_.jpg,MARRON,,1.0,,,10.0,6.0,34.0,2.0,,,1.0
85_1181859,37,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,85_1181859_37004013-37_.jpg,KHAKI,,1.0,,,10.0,26.0,37.0,2.0,,,1.0
86_1216811,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,86_1216811_47004015-02_.jpg,OFFWHITE,,1.0,,,10.0,6.0,34.0,2.0,,,1.0
85_1178736,08,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Parkas,Parka,85_1178736_37024005-08_.jpg,BEIGE,,1.0,,,5.0,7.0,32.0,,,,3.0
86_1225730,53,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1225730_47005958-53_.jpg,ELECTRICO,,,,,10.0,31.0,32.0,1.0,,,1.0
84_1160563,05,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,84_1160563_27032522-05_.jpg,CRUDO,,1.0,,,10.0,29.0,34.0,6.0,,,3.0
83_1117312,50,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,83_1117312_17020155-50_.jpg,CELESTE,,,,,10.0,31.0,32.0,1.0,,,1.0
83_1120441,02,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,83_1120441_17010211-02_.jpg,OFFWHITE,,,,,4.0,24.0,32.0,4.0,,,1.0
81_1047264,56,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,81_1047264_77024001-56_.jpg,NAVY,,,,1.0,,24.0,,,,,
82_1114689,99,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1114689_87038632-99_.jpg,NEGRO,,,,,4.0,,17.0,,,1.0,1.0
81_1058919,37,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1058919_77065904-37_.jpg,KHAKI,,,,,,26.0,37.0,2.0,,,
84_1178552,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1178552_27009075-99_.jpg,NEGRO,,,,,,24.0,,3.0,,,1.0
82_1118339,91,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,82_1118339_87008266-91_.jpg,GRIS CLARO VIGORE,,,,,10.0,31.0,27.0,1.0,,,1.0
81_1076276,52,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,81_1076276_77015959-52_.jpg,AZUL,,,,,,6.0,32.0,2.0,,,
85_1173791,87,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,85_1173791_37050651-87_.jpg,CORAL,,,7.0,,,,,,2.0,,
82_1110425,40,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,82_1110425_87037879-40_.jpg,VERDE PASTEL,,1.0,,,10.0,6.0,34.0,2.0,,,1.0
86_1201022,30,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1201022_47000553-30_.jpg,MARRON,,,,,10.0,,1.0,,,4.0,3.0
85_1199333,92,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1199333_37047107-92_.jpg,GRIS,,,,,10.0,,37.0,,,1.0,3.0
82_1105993,69,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,82_1105993_87005912-69_.jpg,MARINO,,4.0,,,10.0,25.0,32.0,1.0,,,1.0
85_1178231,53,Male,Baby,KIDS,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,85_1178231_37002005-53_.jpg,ELECTRICO,,1.0,,,10.0,7.0,32.0,2.0,,,1.0
83_1118757,99,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,83_1118757_17050719-99_.jpg,NEGRO,,1.0,,,5.0,33.0,27.0,2.0,,,1.0
82_1075409,30,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,82_1075409_87020509-30_.jpg,MARRON,,,,,10.0,,23.0,,,,
83_1123807,91,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1123807_17014017-91_.jpg,GRIS CLARO VIGORE,,6.0,,1.0,10.0,31.0,32.0,2.0,,,
86_1218403,37,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,86_1218403_47084021-37_.jpg,KHAKI,,,,,10.0,31.0,32.0,2.0,,,1.0
85_1184962,56,Male,Kids,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1184962_37083254-56_.jpg,NAVY,,,,,5.0,,1.0,,,4.0,3.0
82_1106811,43,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,82_1106811_87054055-43_.jpg,VERDE,,,,,,31.0,,2.0,,,1.0
84_1179632,43,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,84_1179632_27035802-43_.jpg,VERDE,,1.0,,3.0,5.0,24.0,32.0,2.0,,,
84_1165146,37,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1165146_27054019-37_.jpg,KHAKI,,,,,5.0,31.0,27.0,1.0,,,1.0
86_1214152,14,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1214152_47025129-14_.jpg,LIMA,,,,,4.0,,32.0,,,2.0,1.0
85_1191937,99,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1191937_37035133-99_.jpg,NEGRO,,,,,10.0,31.0,34.0,2.0,,,1.0
85_1204076,02,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Blouse,85_1204076_37049070-02_.jpg,OFFWHITE,,6.0,,,4.0,11.0,32.0,2.0,,,1.0
83_1147614,85,Female,Teen,KIDS,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,83_1147614_17026322-85_.jpg,ROSA,,6.0,,2.0,10.0,31.0,27.0,2.0,,,
81_1078820,99,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,81_1078820_77009215-99_.jpg,NEGRO,,,,1.0,,14.0,37.0,2.0,,,
86_1201725,99,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,86_1201725_47000556-99_.jpg,NEGRO,,,,,4.0,,42.0,,,1.0,1.0
86_1213123,30,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,86_1213123_47082503-30_.jpg,MARRON,,,,,10.0,,32.0,,,4.0,3.0
83_1110076,08,Male,Adult,MAN,WOVEN,Bottoms,Skirts and shorts,Shorts,Bermudas,83_1110076_17010050-08_.jpg,BEIGE,,,,,,,32.0,,,1.0,1.0
85_1184340,02,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,85_1184340_37072003-02_.jpg,OFFWHITE,,,,,10.0,31.0,32.0,1.0,,,1.0
82_1083860,02,Female,Kids,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,82_1083860_87082878-02_.jpg,OFFWHITE,,,,,3.0,,,,,,
84_1149911,87,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,84_1149911_27050151-87_.jpg,CORAL,,,,,10.0,31.0,32.0,1.0,,,1.0
81_1080170,99,Female,Kids,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,81_1080170_77087902-99_.jpg,NEGRO,,,,,3.0,,32.0,,,,
85_1186341,99,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,85_1186341_37061274-99_.jpg,NEGRO,,,,,10.0,,37.0,,,4.0,3.0
85_1207719,70,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,85_1207719_37005965-70_.jpg,ROJO,,6.0,,3.0,10.0,24.0,32.0,2.0,,,
82_1112216,99,Female,Adult,WOMAN,CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,82_1112216_87045714-99_.jpg,NEGRO,,6.0,,,5.0,,32.0,,,1.0,1.0
83_1123724,40,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,83_1123724_17061502-40_.jpg,VERDE PASTEL,,4.0,,,10.0,25.0,32.0,1.0,,,1.0
83_1127272,99,Female,Adult,WOMAN,SYNTHETIC LEATHER,Bottoms,Trousers & leggings,Trousers,Trousers,83_1127272_17072514-99_.jpg,NEGRO,,,,,4.0,,23.0,,,1.0,3.0
81_1057672,99,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,81_1057672_77062510-99_.jpg,NEGRO,,,,,5.0,6.0,32.0,2.0,,,
85_1179208,77,Male,Adult,MAN,JEANS,Outerwear,Jackets and Blazers,Jackets,Overshirt,85_1179208_37034004-77_.jpg,VINO,,1.0,,,10.0,6.0,27.0,2.0,,,2.0
